"title","content","date","variant","images","verified","author","rating","product","url"
"Dysphasia","Great product for anyone dealing with Dysphasia.","16 Jul 2020","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Amazon Customer","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=39"
"Great product to use","Having trouble drinking and this fixed bed bound resident right up.","02 Nov 2018","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","S. McReynolds","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=39"
"Item arrived damaged","Item arrived damaged","26 Apr 2020","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Dr. Nottingham","1.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=39"
"Five Stars","Just what I needed","13 May 2018","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Grandpa D","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=39"
"Good value","Good value","17 Oct 2019","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","kv","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=39"
"Five Stars","works great","29 Apr 2018","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Amazon Customer","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=39"
"Five Stars","Thanks again","04 Jun 2018","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Jane","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=38"
"Good thick powder!","My husband  he as  a Parkinson  for 12 years  this is working  good  for hem!","27 Mar 2019","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","isabella belmonte","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=38"
"Beat price","I use thick-it for my dog who has a mega esophagus.  This is the best price I've found.","21 Oct 2018","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Connie","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=38"
"GOOD PRODUCT TO THICKEN","Thickens quickly.","22 Nov 2019","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Thom59","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=38"
"It real works!","My husband like it , he had a stroke","05 Jun 2019","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","virginia delarosa","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=38"
"Thick it up","Makes it thick.....made rootbeer...pretty good","15 Sep 2017","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","BWIT MD","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=38"
"Thickner","Perfect for my elderly father, who has trouble swallowing. I order these in a three can supply at a time","11 Apr 2018","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Veronica Castro","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=38"
"Five Stars","Perfect! A++++!","22 Feb 2018","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","MA","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=38"
"Consistency could be better.","It’s not smooth. It’s kind of mealy","21 Aug 2020","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Clean Book Reader","3.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=38"
"Five Stars","Great to use for person with swallowing difficulties.","12 Jan 2018","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Linda Williams","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=38"
"Easy instructions to use","Easy to use for thickening many husband's liquids after his stroke; the consistency is smooth.","15 Oct 2017","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Sandra L.","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=37"
"Easy to mix.  No taste.  Will keep buying.","I buy this for my mother who has swallowing issues.  She says it's great and I buy it all the time for her.  She says no taste and it's easy for her to mix.  Happy with product and will continue to buy for her.","08 Jun 2016","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Matzdorff","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=37"
"This is an awesome product! Helps my Mom with her swallowing issues","This is an awesome product!  Helps my Mom with her swallowing issues.  Love the fact that I can order it and not have to drive all over looking for it.","10 Jul 2018","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Dolphins_Girl","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=37"
"good","good","22 Jul 2019","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Amazon Customer","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=37"
"This stuff is ""THICK""","We use this all the time where I work and it's the best stuff for thickening up our participants drinks so they don't choke.  This is the only stuff we buy and will only continue to buy this stuff.","13 Feb 2018","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Keene Family","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=37"
"Perfect for ""nectar"" thick beverages","The doctor recommended my Mom switch to ""nectar"" thick beverages. This mixes up fairly well, especially when I use the stick immersion blender.  I let it sit in for a few minutes after mixing and it's perfect.","07 Nov 2015","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Kelly H","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=37"
"Excellent price. Delivery exceeds expectations","Excellent price.  Delivery  exceeds expectations.  Product is excellent.  Thickens to desired consistency easily without changing the flavor of the product to which it is added","26 Apr 2017","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","R L","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=37"
"Does help","Helps food.","01 Jan 2021","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Happy","4.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=37"
"It reduces the coughing for my dad","I believe it works on my dad because he is choking or coughing much less after using this product. Hopefully it will continue to work so he will have less chance to get pneumonia.","06 Aug 2020","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Steven","4.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=37"
"A must have for old people suffering with dysphagia.","I use this product to thicken all liquids for my 99 year old Dad who has dysphasia. It’s easy to use and does not change the flavor of a variety of liquids which he takes.","11 Aug 2019","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Vonnec","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=37"
"Helpful","Had to have to reduce choking","17 Dec 2020","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","John","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=36"
"Recommended!","Works great and doesn't affect flavor like some","06 Jan 2019","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Big John","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=36"
"Outstanding","Good price on an excellent product","26 Jul 2019","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","DB","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=36"
"Good price","Good price","02 Jan 2020","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","p","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=36"
"Makes the baby gassy","It just gave my baby gas.  You can thicken the food with oatmeal or rice ceral.","08 May 2020","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Linda Slack","1.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=36"
"Great","Great for my daughter","31 Oct 2020","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Maddy","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=36"
"As Advertised","As Advertised","22 May 2019","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Amanda","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=36"
"Very good product","Like no taste, thick-it is fine. Works cold for sure, have not tried hot yet.","04 Sep 2020","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","J. Trifiletti","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=36"
"Thick-it","Love this product. It works great!","11 Oct 2019","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","CAF","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=36"
"Makes liquid perfectly thick","This is exactly what I needed to help gram chock less on food and drinks","15 May 2020","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Jenny F","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=36"
"Spend the extra for Thickit 2.","I bought the original Thickit because this time the Thickit 2 was $10 more. I should have spent the $10 because I am using twice as much Original Thickit in my coffee to what I used of Thickit 2 before.","05 Nov 2018","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Peeps","3.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=35"
"uses this- it is good - no taste","My friend's husband is in long term care, and chokes on fluids alot. uses this- it is good - no taste, bought from recommendation.","03 Jan 2017","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Carol","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=35"
"Fast delivery","Great time delivery.  It has no taste.  I use it for my ME dog.","11 Sep 2020","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Valerie","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=35"
"Very good product for people with swallowing problems","This is very important product for people with swallowing problems from having stroke.does not alter taste of food.Wont dehydrate person consuming it.What is great about having this available on amazon makes it easier to obtain.Not easily found in drugstores which is probably due to high demand.This seller provides it quickly.Good price.","30 May 2014","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Keasto","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=35"
"Easy to mesure and Mix","Have used this product for my husbands problems with aspiration.  Easy to measure and mix.  He has to have ""Nectar"" consistency.","08 Oct 2017","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","reader","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=35"
"Can’t return this item.","No returns. Be sure you want and need this product. I purchased it for my dad who was put on a dysphasia diet upon discharge from the hospital, but before he’d even opened this one he had improved enough to not need it. Not able to return it, so $17.40 down the drain.","25 Apr 2018","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","‘Chelle","1.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=35"
