,stars,title,body,date
723,V,no_title,"Thick It is a great help to people who suffer from Dysphagia.  Because of their difficulty swallowing thin liquids than can choke, get pneumonia or worse.  Fortunately, Thick It adds no taste, but can be used with water, milk, juice or any liquid to give it a slurry or pudding texture (depending on how much you need to use), that then allows them to take liquids without risk of getting into their lungs.This is a great product that helps people who have tremendous difficulty taking in thin liquids and is a real life saver.","Reviewed in the United States on November 24, 2014"
724,5,no_title,"Works as it should, good value, but if you are a member of Costco they sell it for $15.95??? In the pharmacy so that might be a better choice if you do NOT want to buy in bulk.","Reviewed in the United States on September 1, 2017"
725,5,no_title,Have used for years. Best value and quality.,"Reviewed in the United States on April 21, 2021"
726,1,no_title,This New Look Thick-it is a bad quality Thicker. I am using it since long and the old was was very good. The old thickener's 4 spoons are equal to new (this) thicker's 6/7 spoons to make water/ tea thicker.Please refer to producer and arrange to refund my money for this brand. I opened and used one and cant return remaining 5.Thanks.  .,"Reviewed in the United States on February 17, 2017"
727,3,no_title,"Product thickens drink well, but it is very grainy.","Reviewed in the United States on December 10, 2019"
728,5,no_title,This product is exactly like what they give you in the skilled nursing facilities. Highly recommend this product does exactly what it says on the label. Great thickening agent to your drinks.,"Reviewed in the United States on January 5, 2020"
729,1,no_title,The product was not even close to expiration. This was the last container in the 6 pack and it had a bug inside!!!!,"Reviewed in the United States on March 30, 2021"
730,1,no_title,"Usually good product. Had one really bad smelling can that had a bad silver seal and looked like glue got in product, and have 2 other cans that smell bad and looks like a sealing issue also with their glue. Been buying this product for years and will be looking at alternatives at this time. Lost 3 cans on this case.","Reviewed in the United States on November 6, 2018"
731,5,no_title,"My wife has aspirated pneumonia 4 times until I read about this product and she tried it.I now buy a 6 pack @ $14.95 each...She hasn't had a chocking problem in 6 months.Would recommend this to anyone who has any kind of swallowing problems.Doesn't change the taste, just thickens it to the way she likes it...You could thicken any drink to a malt consistency of a malt if you wanted to...Would recommend to anyone with swallowing problems...","Reviewed in the United States on October 24, 2016"
732,5,no_title,"My mother has a problem with her swallowing process and cannot drink any liquid. This was the perfect solution: now she can “eat” her water, soup, tea, etc. puree without changing the flavor or nutritional balance of her meals","Reviewed in the United States on August 7, 2018"
733,V,no_title,"Thick It is a great help to people who suffer from Dysphagia.  Because of their difficulty swallowing thin liquids than can choke, get pneumonia or worse.  Fortunately, Thick It adds no taste, but can be used with water, milk, juice or any liquid to give it a slurry or pudding texture (depending on how much you need to use), that then allows them to take liquids without risk of getting into their lungs.This is a great product that helps people who have tremendous difficulty taking in thin liquids and is a real life saver.","Reviewed in the United States on November 24, 2014"
734,5,no_title,"Works as it should, good value, but if you are a member of Costco they sell it for $15.95??? In the pharmacy so that might be a better choice if you do NOT want to buy in bulk.","Reviewed in the United States on September 1, 2017"
735,5,no_title,Have used for years. Best value and quality.,"Reviewed in the United States on April 21, 2021"
736,1,no_title,This New Look Thick-it is a bad quality Thicker. I am using it since long and the old was was very good. The old thickener's 4 spoons are equal to new (this) thicker's 6/7 spoons to make water/ tea thicker.Please refer to producer and arrange to refund my money for this brand. I opened and used one and cant return remaining 5.Thanks.  .,"Reviewed in the United States on February 17, 2017"
737,3,no_title,"Product thickens drink well, but it is very grainy.","Reviewed in the United States on December 10, 2019"
738,5,no_title,This product is exactly like what they give you in the skilled nursing facilities. Highly recommend this product does exactly what it says on the label. Great thickening agent to your drinks.,"Reviewed in the United States on January 5, 2020"
739,1,no_title,The product was not even close to expiration. This was the last container in the 6 pack and it had a bug inside!!!!,"Reviewed in the United States on March 30, 2021"
740,1,no_title,"Usually good product. Had one really bad smelling can that had a bad silver seal and looked like glue got in product, and have 2 other cans that smell bad and looks like a sealing issue also with their glue. Been buying this product for years and will be looking at alternatives at this time. Lost 3 cans on this case.","Reviewed in the United States on November 6, 2018"
741,5,no_title,"My wife has aspirated pneumonia 4 times until I read about this product and she tried it.I now buy a 6 pack @ $14.95 each...She hasn't had a chocking problem in 6 months.Would recommend this to anyone who has any kind of swallowing problems.Doesn't change the taste, just thickens it to the way she likes it...You could thicken any drink to a malt consistency of a malt if you wanted to...Would recommend to anyone with swallowing problems...","Reviewed in the United States on October 24, 2016"
742,5,no_title,"My mother has a problem with her swallowing process and cannot drink any liquid. This was the perfect solution: now she can “eat” her water, soup, tea, etc. puree without changing the flavor or nutritional balance of her meals","Reviewed in the United States on August 7, 2018"
743,V,no_title,"Thick It is a great help to people who suffer from Dysphagia.  Because of their difficulty swallowing thin liquids than can choke, get pneumonia or worse.  Fortunately, Thick It adds no taste, but can be used with water, milk, juice or any liquid to give it a slurry or pudding texture (depending on how much you need to use), that then allows them to take liquids without risk of getting into their lungs.This is a great product that helps people who have tremendous difficulty taking in thin liquids and is a real life saver.","Reviewed in the United States on November 24, 2014"
744,5,no_title,"Works as it should, good value, but if you are a member of Costco they sell it for $15.95??? In the pharmacy so that might be a better choice if you do NOT want to buy in bulk.","Reviewed in the United States on September 1, 2017"
745,5,no_title,Have used for years. Best value and quality.,"Reviewed in the United States on April 21, 2021"
746,1,no_title,This New Look Thick-it is a bad quality Thicker. I am using it since long and the old was was very good. The old thickener's 4 spoons are equal to new (this) thicker's 6/7 spoons to make water/ tea thicker.Please refer to producer and arrange to refund my money for this brand. I opened and used one and cant return remaining 5.Thanks.  .,"Reviewed in the United States on February 17, 2017"
747,3,no_title,"Product thickens drink well, but it is very grainy.","Reviewed in the United States on December 10, 2019"
748,5,no_title,This product is exactly like what they give you in the skilled nursing facilities. Highly recommend this product does exactly what it says on the label. Great thickening agent to your drinks.,"Reviewed in the United States on January 5, 2020"
749,1,no_title,The product was not even close to expiration. This was the last container in the 6 pack and it had a bug inside!!!!,"Reviewed in the United States on March 30, 2021"
750,1,no_title,"Usually good product. Had one really bad smelling can that had a bad silver seal and looked like glue got in product, and have 2 other cans that smell bad and looks like a sealing issue also with their glue. Been buying this product for years and will be looking at alternatives at this time. Lost 3 cans on this case.","Reviewed in the United States on November 6, 2018"
751,5,no_title,"My wife has aspirated pneumonia 4 times until I read about this product and she tried it.I now buy a 6 pack @ $14.95 each...She hasn't had a chocking problem in 6 months.Would recommend this to anyone who has any kind of swallowing problems.Doesn't change the taste, just thickens it to the way she likes it...You could thicken any drink to a malt consistency of a malt if you wanted to...Would recommend to anyone with swallowing problems...","Reviewed in the United States on October 24, 2016"
752,5,no_title,"My mother has a problem with her swallowing process and cannot drink any liquid. This was the perfect solution: now she can “eat” her water, soup, tea, etc. puree without changing the flavor or nutritional balance of her meals","Reviewed in the United States on August 7, 2018"
753,V,no_title,"Thick It is a great help to people who suffer from Dysphagia.  Because of their difficulty swallowing thin liquids than can choke, get pneumonia or worse.  Fortunately, Thick It adds no taste, but can be used with water, milk, juice or any liquid to give it a slurry or pudding texture (depending on how much you need to use), that then allows them to take liquids without risk of getting into their lungs.This is a great product that helps people who have tremendous difficulty taking in thin liquids and is a real life saver.","Reviewed in the United States on November 24, 2014"
754,5,no_title,"Works as it should, good value, but if you are a member of Costco they sell it for $15.95??? In the pharmacy so that might be a better choice if you do NOT want to buy in bulk.","Reviewed in the United States on September 1, 2017"
755,5,no_title,Have used for years. Best value and quality.,"Reviewed in the United States on April 21, 2021"
756,1,no_title,This New Look Thick-it is a bad quality Thicker. I am using it since long and the old was was very good. The old thickener's 4 spoons are equal to new (this) thicker's 6/7 spoons to make water/ tea thicker.Please refer to producer and arrange to refund my money for this brand. I opened and used one and cant return remaining 5.Thanks.  .,"Reviewed in the United States on February 17, 2017"
757,3,no_title,"Product thickens drink well, but it is very grainy.","Reviewed in the United States on December 10, 2019"
758,5,no_title,This product is exactly like what they give you in the skilled nursing facilities. Highly recommend this product does exactly what it says on the label. Great thickening agent to your drinks.,"Reviewed in the United States on January 5, 2020"
759,1,no_title,The product was not even close to expiration. This was the last container in the 6 pack and it had a bug inside!!!!,"Reviewed in the United States on March 30, 2021"
760,1,no_title,"Usually good product. Had one really bad smelling can that had a bad silver seal and looked like glue got in product, and have 2 other cans that smell bad and looks like a sealing issue also with their glue. Been buying this product for years and will be looking at alternatives at this time. Lost 3 cans on this case.","Reviewed in the United States on November 6, 2018"
761,5,no_title,"My wife has aspirated pneumonia 4 times until I read about this product and she tried it.I now buy a 6 pack @ $14.95 each...She hasn't had a chocking problem in 6 months.Would recommend this to anyone who has any kind of swallowing problems.Doesn't change the taste, just thickens it to the way she likes it...You could thicken any drink to a malt consistency of a malt if you wanted to...Would recommend to anyone with swallowing problems...","Reviewed in the United States on October 24, 2016"
762,5,no_title,"My mother has a problem with her swallowing process and cannot drink any liquid. This was the perfect solution: now she can “eat” her water, soup, tea, etc. puree without changing the flavor or nutritional balance of her meals","Reviewed in the United States on August 7, 2018"
763,V,no_title,"Thick It is a great help to people who suffer from Dysphagia.  Because of their difficulty swallowing thin liquids than can choke, get pneumonia or worse.  Fortunately, Thick It adds no taste, but can be used with water, milk, juice or any liquid to give it a slurry or pudding texture (depending on how much you need to use), that then allows them to take liquids without risk of getting into their lungs.This is a great product that helps people who have tremendous difficulty taking in thin liquids and is a real life saver.","Reviewed in the United States on November 24, 2014"
764,5,no_title,"Works as it should, good value, but if you are a member of Costco they sell it for $15.95??? In the pharmacy so that might be a better choice if you do NOT want to buy in bulk.","Reviewed in the United States on September 1, 2017"
765,5,no_title,Have used for years. Best value and quality.,"Reviewed in the United States on April 21, 2021"
766,1,no_title,This New Look Thick-it is a bad quality Thicker. I am using it since long and the old was was very good. The old thickener's 4 spoons are equal to new (this) thicker's 6/7 spoons to make water/ tea thicker.Please refer to producer and arrange to refund my money for this brand. I opened and used one and cant return remaining 5.Thanks.  .,"Reviewed in the United States on February 17, 2017"
767,3,no_title,"Product thickens drink well, but it is very grainy.","Reviewed in the United States on December 10, 2019"
768,5,no_title,This product is exactly like what they give you in the skilled nursing facilities. Highly recommend this product does exactly what it says on the label. Great thickening agent to your drinks.,"Reviewed in the United States on January 5, 2020"
769,1,no_title,The product was not even close to expiration. This was the last container in the 6 pack and it had a bug inside!!!!,"Reviewed in the United States on March 30, 2021"
